5000 5000
999999999 1 1666
999999999 1 1667
999999999 1 1668
999999999 1 1669
999999999 1 1670
999999999 1 1671
999999999 1 1672
999999999 1 1673
999999999 1 1674
999999999 1 1675
999999999 1 1676
999999999 1 1677
999999999 1 1678
999999999 1 1679
999999999 1 1680
999999999 1 1681
999999999 1 1682
999999999 1 1683
999999999 1 1684
999999999 1 1685
999999999 1 1686
999999999 1 1687
999999999 1 1688
999999999 1 1689
999999999 1 1690
999999999 1 1691
999999999 1 1692
999999999 1 1693
999999999 1 1694
999999999 1 1695
999999999 1 1696
999999999 1 1697
999999999 1 1698
999999999 1 1699
999999999 1 1700
999999999 1 1701
999999999 1 1702
999999999 1 1703
999999999 1 1704
999999999 1 1705
999999999 1 1706
999999999 1 1707
999999999 1 1708
999999999 1 1709
999999999 1 1710
999999999 1 1711
999999999 1 1712
999999999 1 1713
999999999 1 1714
999999999 1 1715
999999999 1 1716
999999999 1 1717
999999999 1 1718
999999999 1 1719
999999999 1 1720
999999999 1 1721
999999999 1 1722
999999999 1 1723
999999999 1 1724
999999999 1 1725
999999999 1 1726
999999999 1 1727
999999999 1 1728
999999999 1 1729
999999999 1 1730
999999999 1 1731
999999999 1 1732
999999999 1 1733
999999999 1 1734
999999999 1 1735
999999999 1 1736
999999999 1 1737
999999999 1 1738
999999999 1 1739
999999999 1 1740
999999999 1 1741
999999999 1 1742
999999999 1 1743
999999999 1 1744
999999999 1 1745
999999999 1 1746
999999999 1 1747
999999999 1 1748
999999999 1 1749
999999999 1 1750
999999999 1 1751
999999999 1 1752
999999999 1 1753
999999999 1 1754
999999999 1 1755
999999999 1 1756
999999999 1 1757
999999999 1 1758
999999999 1 1759
999999999 1 1760
999999999 1 1761
999999999 1 1762
999999999 1 1763
999999999 1 1764
999999999 1 1765
999999999 1 1766
999999999 1 1767
999999999 1 1768
999999999 1 1769
999999999 1 1770
999999999 1 1771
999999999 1 1772
999999999 1 1773
999999999 1 1774
999999999 1 1775
999999999 1 1776
999999999 1 1777
999999999 1 1778
999999999 1 1779
999999999 1 1780
999999999 1 1781
999999999 1 1782
999999999 1 1783
999999999 1 1784
999999999 1 1785
999999999 1 1786
999999999 1 1787
999999999 1 1788
999999999 1 1789
999999999 1 1790
999999999 1 1791
999999999 1 1792
999999999 1 1793
999999999 1 1794
999999999 1 1795
999999999 1 1796
999999999 1 1797
999999999 1 1798
999999999 1 1799
999999999 1 1800
999999999 1 1801
999999999 1 1802
999999999 1 1803
999999999 1 1804
999999999 1 1805
999999999 1 1806
999999999 1 1807
999999999 1 1808
999999999 1 1809
999999999 1 1810
999999999 1 1811
999999999 1 1812
999999999 1 1813
999999999 1 1814
999999999 1 1815
999999999 1 1816
999999999 1 1817
999999999 1 1818
999999999 1 1819
999999999 1 1820
999999999 1 1821
999999999 1 1822
999999999 1 1823
999999999 1 1824
999999999 1 1825
999999999 1 1826
999999999 1 1827
999999999 1 1828
999999999 1 1829
999999999 1 1830
999999999 1 1831
999999999 1 1832
999999999 1 1833
999999999 1 1834
999999999 1 1835
999999999 1 1836
999999999 1 1837
999999999 1 1838
999999999 1 1839
999999999 1 1840
999999999 1 1841
999999999 1 1842
999999999 1 1843
999999999 1 1844
999999999 1 1845
999999999 1 1846
999999999 1 1847
999999999 1 1848
999999999 1 1849
999999999 1 1850
999999999 1 1851
999999999 1 1852
999999999 1 1853
999999999 1 1854
999999999 1 1855
999999999 1 1856
999999999 1 1857
999999999 1 1858
999999999 1 1859
999999999 1 1860
999999999 1 1861
999999999 1 1862
999999999 1 1863
999999999 1 1864
999999999 1 1865
999999999 1 1866
999999999 1 1867
999999999 1 1868
999999999 1 1869
999999999 1 1870
999999999 1 1871
999999999 1 1872
999999999 1 1873
999999999 1 1874
999999999 1 1875
999999999 1 1876
999999999 1 1877
999999999 1 1878
999999999 1 1879
999999999 1 1880
999999999 1 1881
999999999 1 1882
999999999 1 1883
999999999 1 1884
999999999 1 1885
999999999 1 1886
999999999 1 1887
999999999 1 1888
999999999 1 1889
999999999 1 1890
999999999 1 1891
999999999 1 1892
999999999 1 1893
999999999 1 1894
999999999 1 1895
999999999 1 1896
999999999 1 1897
999999999 1 1898
999999999 1 1899
999999999 1 1900
999999999 1 1901
999999999 1 1902
999999999 1 1903
999999999 1 1904
999999999 1 1905
999999999 1 1906
999999999 1 1907
999999999 1 1908
999999999 1 1909
999999999 1 1910
999999999 1 1911
999999999 1 1912
999999999 1 1913
999999999 1 1914
999999999 1 1915
999999999 1 1916
999999999 1 1917
999999999 1 1918
999999999 1 1919
999999999 1 1920
999999999 1 1921
999999999 1 1922
999999999 1 1923
999999999 1 1924
999999999 1 1925
999999999 1 1926
999999999 1 1927
999999999 1 1928
999999999 1 1929
999999999 1 1930
999999999 1 1931
999999999 1 1932
999999999 1 1933
999999999 1 1934
999999999 1 1935
999999999 1 1936
999999999 1 1937
999999999 1 1938
999999999 1 1939
999999999 1 1940
999999999 1 1941
999999999 1 1942
999999999 1 1943
999999999 1 1944
999999999 1 1945
999999999 1 1946
999999999 1 1947
999999999 1 1948
999999999 1 1949
999999999 1 1950
999999999 1 1951
999999999 1 1952
999999999 1 1953
999999999 1 1954
999999999 1 1955
999999999 1 1956
999999999 1 1957
999999999 1 1958
999999999 1 1959
999999999 1 1960
999999999 1 1961
999999999 1 1962
999999999 1 1963
999999999 1 1964
999999999 1 1965
999999999 1 1966
999999999 1 1967
999999999 1 1968
999999999 1 1969
999999999 1 1970
999999999 1 1971
999999999 1 1972
999999999 1 1973
999999999 1 1974
999999999 1 1975
999999999 1 1976
999999999 1 1977
999999999 1 1978
999999999 1 1979
999999999 1 1980
999999999 1 1981
999999999 1 1982
999999999 1 1983
999999999 1 1984
999999999 1 1985
999999999 1 1986
999999999 1 1987
999999999 1 1988
999999999 1 1989
999999999 1 1990
999999999 1 1991
999999999 1 1992
999999999 1 1993
999999999 1 1994
999999999 1 1995
999999999 1 1996
999999999 1 1997
999999999 1 1998
999999999 1 1999
999999999 1 2000
999999999 1 2001
999999999 1 2002
999999999 1 2003
999999999 1 2004
999999999 1 2005
999999999 1 2006
999999999 1 2007
999999999 1 2008
999999999 1 2009
999999999 1 2010
999999999 1 2011
999999999 1 2012
999999999 1 2013
999999999 1 2014
999999999 1 2015
999999999 1 2016
999999999 1 2017
999999999 1 2018
999999999 1 2019
999999999 1 2020
999999999 1 2021
999999999 1 2022
999999999 1 2023
999999999 1 2024
999999999 1 2025
999999999 1 2026
999999999 1 2027
999999999 1 2028
999999999 1 2029
999999999 1 2030
999999999 1 2031
999999999 1 2032
999999999 1 2033
999999999 1 2034
999999999 1 2035
999999999 1 2036
999999999 1 2037
999999999 1 2038
999999999 1 2039
999999999 1 2040
999999999 1 2041
999999999 1 2042
999999999 1 2043
999999999 1 2044
999999999 1 2045
999999999 1 2046
999999999 1 2047
999999999 1 2048
999999999 1 2049
999999999 1 2050
999999999 1 2051
999999999 1 2052
999999999 1 2053
999999999 1 2054
999999999 1 2055
999999999 1 2056
999999999 1 2057
999999999 1 2058
999999999 1 2059
999999999 1 2060
999999999 1 2061
999999999 1 2062
999999999 1 2063
999999999 1 2064
999999999 1 2065
999999999 1 2066
999999999 1 2067
999999999 1 2068
999999999 1 2069
999999999 1 2070
999999999 1 2071
999999999 1 2072
999999999 1 2073
999999999 1 2074
999999999 1 2075
999999999 1 2076
999999999 1 2077
999999999 1 2078
999999999 1 2079
999999999 1 2080
999999999 1 2081
999999999 1 2082
999999999 1 2083
999999999 1 2084
999999999 1 2085
999999999 1 2086
999999999 1 2087
999999999 1 2088
999999999 1 2089
999999999 1 2090
999999999 1 2091
999999999 1 2092
999999999 1 2093
999999999 1 2094
999999999 1 2095
999999999 1 2096
999999999 1 2097
999999999 1 2098
999999999 1 2099
999999999 1 2100
999999999 1 2101
999999999 1 2102
999999999 1 2103
999999999 1 2104
999999999 1 2105
999999999 1 2106
999999999 1 2107
999999999 1 2108
999999999 1 2109
999999999 1 2110
999999999 1 2111
999999999 1 2112
999999999 1 2113
999999999 1 2114
999999999 1 2115
999999999 1 2116
999999999 1 2117
999999999 1 2118
999999999 1 2119
999999999 1 2120
999999999 1 2121
999999999 1 2122
999999999 1 2123
999999999 1 2124
999999999 1 2125
999999999 1 2126
999999999 1 2127
999999999 1 2128
999999999 1 2129
999999999 1 2130
999999999 1 2131
999999999 1 2132
999999999 1 2133
999999999 1 2134
999999999 1 2135
999999999 1 2136
999999999 1 2137
999999999 1 2138
999999999 1 2139
999999999 1 2140
999999999 1 2141
999999999 1 2142
999999999 1 2143
999999999 1 2144
999999999 1 2145
999999999 1 2146
999999999 1 2147
999999999 1 2148
999999999 1 2149
999999999 1 2150
999999999 1 2151
999999999 1 2152
999999999 1 2153
999999999 1 2154
999999999 1 2155
999999999 1 2156
999999999 1 2157
999999999 1 2158
999999999 1 2159
999999999 1 2160
999999999 1 2161
999999999 1 2162
999999999 1 2163
999999999 1 2164
999999999 1 2165
999999999 1 2166
999999999 1 2167
999999999 1 2168
999999999 1 2169
999999999 1 2170
999999999 1 2171
999999999 1 2172
999999999 1 2173
999999999 1 2174
999999999 1 2175
999999999 1 2176
999999999 1 2177
999999999 1 2178
999999999 1 2179
999999999 1 2180
999999999 1 2181
999999999 1 2182
999999999 1 2183
999999999 1 2184
999999999 1 2185
999999999 1 2186
999999999 1 2187
999999999 1 2188
999999999 1 2189
999999999 1 2190
999999999 1 2191
999999999 1 2192
999999999 1 2193
999999999 1 2194
999999999 1 2195
999999999 1 2196
999999999 1 2197
999999999 1 2198
999999999 1 2199
999999999 1 2200
999999999 1 2201
999999999 1 2202
999999999 1 2203
999999999 1 2204
999999999 1 2205
999999999 1 2206
999999999 1 2207
999999999 1 2208
999999999 1 2209
999999999 1 2210
999999999 1 2211
999999999 1 2212
999999999 1 2213
999999999 1 2214
999999999 1 2215
999999999 1 2216
999999999 1 2217
999999999 1 2218
999999999 1 2219
999999999 1 2220
999999999 1 2221
999999999 1 2222
999999999 1 2223
999999999 1 2224
999999999 1 2225
999999999 1 2226
999999999 1 2227
999999999 1 2228
999999999 1 2229
999999999 1 2230
999999999 1 2231
999999999 1 2232
999999999 1 2233
999999999 1 2234
999999999 1 2235
999999999 1 2236
999999999 1 2237
999999999 1 2238
999999999 1 2239
999999999 1 2240
999999999 1 2241
999999999 1 2242
999999999 1 2243
999999999 1 2244
999999999 1 2245
999999999 1 2246
999999999 1 2247
999999999 1 2248
999999999 1 2249
999999999 1 2250
999999999 1 2251
999999999 1 2252
999999999 1 2253
999999999 1 2254
999999999 1 2255
999999999 1 2256
999999999 1 2257
999999999 1 2258
999999999 1 2259
999999999 1 2260
999999999 1 2261
999999999 1 2262
999999999 1 2263
999999999 1 2264
999999999 1 2265
999999999 1 2266
999999999 1 2267
999999999 1 2268
999999999 1 2269
999999999 1 2270
999999999 1 2271
999999999 1 2272
999999999 1 2273
999999999 1 2274
999999999 1 2275
999999999 1 2276
999999999 1 2277
999999999 1 2278
999999999 1 2279
999999999 1 2280
999999999 1 2281
999999999 1 2282
999999999 1 2283
999999999 1 2284
999999999 1 2285
999999999 1 2286
999999999 1 2287
999999999 1 2288
999999999 1 2289
999999999 1 2290
999999999 1 2291
999999999 1 2292
999999999 1 2293
999999999 1 2294
999999999 1 2295
999999999 1 2296
999999999 1 2297
999999999 1 2298
999999999 1 2299
999999999 1 2300
999999999 1 2301
999999999 1 2302
999999999 1 2303
999999999 1 2304
999999999 1 2305
999999999 1 2306
999999999 1 2307
999999999 1 2308
999999999 1 2309
999999999 1 2310
999999999 1 2311
999999999 1 2312
999999999 1 2313
999999999 1 2314
999999999 1 2315
999999999 1 2316
999999999 1 2317
999999999 1 2318
999999999 1 2319
999999999 1 2320
999999999 1 2321
999999999 1 2322
999999999 1 2323
999999999 1 2324
999999999 1 2325
999999999 1 2326
999999999 1 2327
999999999 1 2328
999999999 1 2329
999999999 1 2330
999999999 1 2331
999999999 1 2332
999999999 1 2333
999999999 1 2334
999999999 1 2335
999999999 1 2336
999999999 1 2337
999999999 1 2338
999999999 1 2339
999999999 1 2340
999999999 1 2341
999999999 1 2342
999999999 1 2343
999999999 1 2344
999999999 1 2345
999999999 1 2346
999999999 1 2347
999999999 1 2348
999999999 1 2349
999999999 1 2350
999999999 1 2351
999999999 1 2352
999999999 1 2353
999999999 1 2354
999999999 1 2355
999999999 1 2356
999999999 1 2357
999999999 1 2358
999999999 1 2359
999999999 1 2360
999999999 1 2361
999999999 1 2362
999999999 1 2363
999999999 1 2364
999999999 1 2365
999999999 1 2366
999999999 1 2367
999999999 1 2368
999999999 1 2369
999999999 1 2370
999999999 1 2371
999999999 1 2372
999999999 1 2373
999999999 1 2374
999999999 1 2375
999999999 1 2376
999999999 1 2377
999999999 1 2378
999999999 1 2379
999999999 1 2380
999999999 1 2381
999999999 1 2382
999999999 1 2383
999999999 1 2384
999999999 1 2385
999999999 1 2386
999999999 1 2387
999999999 1 2388
999999999 1 2389
999999999 1 2390
999999999 1 2391
999999999 1 2392
999999999 1 2393
999999999 1 2394
999999999 1 2395
999999999 1 2396
999999999 1 2397
999999999 1 2398
999999999 1 2399
999999999 1 2400
999999999 1 2401
999999999 1 2402
999999999 1 2403
999999999 1 2404
999999999 1 2405
999999999 1 2406
999999999 1 2407
999999999 1 2408
999999999 1 2409
999999999 1 2410
999999999 1 2411
999999999 1 2412
999999999 1 2413
999999999 1 2414
999999999 1 2415
999999999 1 2416
999999999 1 2417
999999999 1 2418
999999999 1 2419
999999999 1 2420
999999999 1 2421
999999999 1 2422
999999999 1 2423
999999999 1 2424
999999999 1 2425
999999999 1 2426
999999999 1 2427
999999999 1 2428
999999999 1 2429
999999999 1 2430
999999999 1 2431
999999999 1 2432
999999999 1 2433
999999999 1 2434
999999999 1 2435
999999999 1 2436
999999999 1 2437
999999999 1 2438
999999999 1 2439
999999999 1 2440
999999999 1 2441
999999999 1 2442
999999999 1 2443
999999999 1 2444
999999999 1 2445
999999999 1 2446
999999999 1 2447
999999999 1 2448
999999999 1 2449
999999999 1 2450
999999999 1 2451
999999999 1 2452
999999999 1 2453
999999999 1 2454
999999999 1 2455
999999999 1 2456
999999999 1 2457
999999999 1 2458
999999999 1 2459
999999999 1 2460
999999999 1 2461
999999999 1 2462
999999999 1 2463
999999999 1 2464
999999999 1 2465
999999999 1 2466
999999999 1 2467
999999999 1 2468
999999999 1 2469
999999999 1 2470
999999999 1 2471
999999999 1 2472
999999999 1 2473
999999999 1 2474
999999999 1 2475
999999999 1 2476
999999999 1 2477
999999999 1 2478
999999999 1 2479
999999999 1 2480
999999999 1 2481
999999999 1 2482
999999999 1 2483
999999999 1 2484
999999999 1 2485
999999999 1 2486
999999999 1 2487
999999999 1 2488
999999999 1 2489
999999999 1 2490
999999999 1 2491
999999999 1 2492
999999999 1 2493
999999999 1 2494
999999999 1 2495
999999999 1 2496
999999999 1 2497
999999999 1 2498
999999999 1 2499
999999999 1 2500
1000000000 1 2501
1000000000 1 2502
1000000000 1 2503
1000000000 1 2504
1000000000 1 2505
1000000000 1 2506
1000000000 1 2507
1000000000 1 2508
1000000000 1 2509
1000000000 1 2510
1000000000 1 2511
1000000000 1 2512
1000000000 1 2513
1000000000 1 2514
1000000000 1 2515
1000000000 1 2516
1000000000 1 2517
1000000000 1 2518
1000000000 1 2519
1000000000 1 2520
1000000000 1 2521
1000000000 1 2522
1000000000 1 2523
1000000000 1 2524
1000000000 1 2525
1000000000 1 2526
1000000000 1 2527
1000000000 1 2528
1000000000 1 2529
1000000000 1 2530
1000000000 1 2531
1000000000 1 2532
1000000000 1 2533
1000000000 1 2534
1000000000 1 2535
1000000000 1 2536
1000000000 1 2537
1000000000 1 2538
1000000000 1 2539
1000000000 1 2540
1000000000 1 2541
1000000000 1 2542
1000000000 1 2543
1000000000 1 2544
1000000000 1 2545
1000000000 1 2546
1000000000 1 2547
1000000000 1 2548
1000000000 1 2549
1000000000 1 2550
1000000000 1 2551
1000000000 1 2552
1000000000 1 2553
1000000000 1 2554
1000000000 1 2555
1000000000 1 2556
1000000000 1 2557
1000000000 1 2558
1000000000 1 2559
1000000000 1 2560
1000000000 1 2561
1000000000 1 2562
1000000000 1 2563
1000000000 1 2564
1000000000 1 2565
1000000000 1 2566
1000000000 1 2567
1000000000 1 2568
1000000000 1 2569
1000000000 1 2570
1000000000 1 2571
1000000000 1 2572
1000000000 1 2573
1000000000 1 2574
1000000000 1 2575
1000000000 1 2576
1000000000 1 2577
1000000000 1 2578
1000000000 1 2579
1000000000 1 2580
1000000000 1 2581
1000000000 1 2582
1000000000 1 2583
1000000000 1 2584
1000000000 1 2585
1000000000 1 2586
1000000000 1 2587
1000000000 1 2588
1000000000 1 2589
1000000000 1 2590
1000000000 1 2591
1000000000 1 2592
1000000000 1 2593
1000000000 1 2594
1000000000 1 2595
1000000000 1 2596
1000000000 1 2597
1000000000 1 2598
1000000000 1 2599
1000000000 1 2600
1000000000 1 2601
1000000000 1 2602
1000000000 1 2603
1000000000 1 2604
1000000000 1 2605
1000000000 1 2606
1000000000 1 2607
1000000000 1 2608
1000000000 1 2609
1000000000 1 2610
1000000000 1 2611
1000000000 1 2612
1000000000 1 2613
1000000000 1 2614
1000000000 1 2615
1000000000 1 2616
1000000000 1 2617
1000000000 1 2618
1000000000 1 2619
1000000000 1 2620
1000000000 1 2621
1000000000 1 2622
1000000000 1 2623
1000000000 1 2624
1000000000 1 2625
1000000000 1 2626
1000000000 1 2627
1000000000 1 2628
1000000000 1 2629
1000000000 1 2630
1000000000 1 2631
1000000000 1 2632
1000000000 1 2633
1000000000 1 2634
1000000000 1 2635
1000000000 1 2636
1000000000 1 2637
1000000000 1 2638
1000000000 1 2639
1000000000 1 2640
1000000000 1 2641
1000000000 1 2642
1000000000 1 2643
1000000000 1 2644
1000000000 1 2645
1000000000 1 2646
1000000000 1 2647
1000000000 1 2648
1000000000 1 2649
1000000000 1 2650
1000000000 1 2651
1000000000 1 2652
1000000000 1 2653
1000000000 1 2654
1000000000 1 2655
1000000000 1 2656
1000000000 1 2657
1000000000 1 2658
1000000000 1 2659
1000000000 1 2660
1000000000 1 2661
1000000000 1 2662
1000000000 1 2663
1000000000 1 2664
1000000000 1 2665
1000000000 1 2666
1000000000 1 2667
1000000000 1 2668
1000000000 1 2669
1000000000 1 2670
1000000000 1 2671
1000000000 1 2672
1000000000 1 2673
1000000000 1 2674
1000000000 1 2675
1000000000 1 2676
1000000000 1 2677
1000000000 1 2678
1000000000 1 2679
1000000000 1 2680
1000000000 1 2681
1000000000 1 2682
1000000000 1 2683
1000000000 1 2684
1000000000 1 2685
1000000000 1 2686
1000000000 1 2687
1000000000 1 2688
1000000000 1 2689
1000000000 1 2690
1000000000 1 2691
1000000000 1 2692
1000000000 1 2693
1000000000 1 2694
1000000000 1 2695
1000000000 1 2696
1000000000 1 2697
1000000000 1 2698
1000000000 1 2699
1000000000 1 2700
1000000000 1 2701
1000000000 1 2702
1000000000 1 2703
1000000000 1 2704
1000000000 1 2705
1000000000 1 2706
1000000000 1 2707
1000000000 1 2708
1000000000 1 2709
1000000000 1 2710
1000000000 1 2711
1000000000 1 2712
1000000000 1 2713
1000000000 1 2714
1000000000 1 2715
1000000000 1 2716
1000000000 1 2717
1000000000 1 2718
1000000000 1 2719
1000000000 1 2720
1000000000 1 2721
1000000000 1 2722
1000000000 1 2723
1000000000 1 2724
1000000000 1 2725
1000000000 1 2726
1000000000 1 2727
1000000000 1 2728
1000000000 1 2729
1000000000 1 2730
1000000000 1 2731
1000000000 1 2732
1000000000 1 2733
1000000000 1 2734
1000000000 1 2735
1000000000 1 2736
1000000000 1 2737
1000000000 1 2738
1000000000 1 2739
1000000000 1 2740
1000000000 1 2741
1000000000 1 2742
1000000000 1 2743
1000000000 1 2744
1000000000 1 2745
1000000000 1 2746
1000000000 1 2747
1000000000 1 2748
1000000000 1 2749
1000000000 1 2750
1000000000 1 2751
1000000000 1 2752
1000000000 1 2753
1000000000 1 2754
1000000000 1 2755
1000000000 1 2756
1000000000 1 2757
1000000000 1 2758
1000000000 1 2759
1000000000 1 2760
1000000000 1 2761
1000000000 1 2762
1000000000 1 2763
1000000000 1 2764
1000000000 1 2765
1000000000 1 2766
1000000000 1 2767
1000000000 1 2768
1000000000 1 2769
1000000000 1 2770
1000000000 1 2771
1000000000 1 2772
1000000000 1 2773
1000000000 1 2774
1000000000 1 2775
1000000000 1 2776
1000000000 1 2777
1000000000 1 2778
1000000000 1 2779
1000000000 1 2780
1000000000 1 2781
1000000000 1 2782
1000000000 1 2783
1000000000 1 2784
1000000000 1 2785
1000000000 1 2786
1000000000 1 2787
1000000000 1 2788
1000000000 1 2789
1000000000 1 2790
1000000000 1 2791
1000000000 1 2792
1000000000 1 2793
1000000000 1 2794
1000000000 1 2795
1000000000 1 2796
1000000000 1 2797
1000000000 1 2798
1000000000 1 2799
1000000000 1 2800
1000000000 1 2801
1000000000 1 2802
1000000000 1 2803
1000000000 1 2804
1000000000 1 2805
1000000000 1 2806
1000000000 1 2807
1000000000 1 2808
1000000000 1 2809
1000000000 1 2810
1000000000 1 2811
1000000000 1 2812
1000000000 1 2813
1000000000 1 2814
1000000000 1 2815
1000000000 1 2816
1000000000 1 2817
1000000000 1 2818
1000000000 1 2819
1000000000 1 2820
1000000000 1 2821
1000000000 1 2822
1000000000 1 2823
1000000000 1 2824
1000000000 1 2825
1000000000 1 2826
1000000000 1 2827
1000000000 1 2828
1000000000 1 2829
1000000000 1 2830
1000000000 1 2831
1000000000 1 2832
1000000000 1 2833
1000000000 1 2834
1000000000 1 2835
1000000000 1 2836
1000000000 1 2837
1000000000 1 2838
1000000000 1 2839
1000000000 1 2840
1000000000 1 2841
1000000000 1 2842
1000000000 1 2843
1000000000 1 2844
1000000000 1 2845
1000000000 1 2846
1000000000 1 2847
1000000000 1 2848
1000000000 1 2849
1000000000 1 2850
1000000000 1 2851
1000000000 1 2852
1000000000 1 2853
1000000000 1 2854
1000000000 1 2855
1000000000 1 2856
1000000000 1 2857
1000000000 1 2858
1000000000 1 2859
1000000000 1 2860
1000000000 1 2861
1000000000 1 2862
1000000000 1 2863
1000000000 1 2864
1000000000 1 2865
1000000000 1 2866
1000000000 1 2867
1000000000 1 2868
1000000000 1 2869
1000000000 1 2870
1000000000 1 2871
1000000000 1 2872
1000000000 1 2873
1000000000 1 2874
1000000000 1 2875
1000000000 1 2876
1000000000 1 2877
1000000000 1 2878
1000000000 1 2879
1000000000 1 2880
1000000000 1 2881
1000000000 1 2882
1000000000 1 2883
1000000000 1 2884
1000000000 1 2885
1000000000 1 2886
1000000000 1 2887
1000000000 1 2888
1000000000 1 2889
1000000000 1 2890
1000000000 1 2891
1000000000 1 2892
1000000000 1 2893
1000000000 1 2894
1000000000 1 2895
1000000000 1 2896
1000000000 1 2897
1000000000 1 2898
1000000000 1 2899
1000000000 1 2900
1000000000 1 2901
1000000000 1 2902
1000000000 1 2903
1000000000 1 2904
1000000000 1 2905
1000000000 1 2906
1000000000 1 2907
1000000000 1 2908
1000000000 1 2909
1000000000 1 2910
1000000000 1 2911
1000000000 1 2912
1000000000 1 2913
1000000000 1 2914
1000000000 1 2915
1000000000 1 2916
1000000000 1 2917
1000000000 1 2918
1000000000 1 2919
1000000000 1 2920
1000000000 1 2921
1000000000 1 2922
1000000000 1 2923
1000000000 1 2924
1000000000 1 2925
1000000000 1 2926
1000000000 1 2927
1000000000 1 2928
1000000000 1 2929
1000000000 1 2930
1000000000 1 2931
1000000000 1 2932
1000000000 1 2933
1000000000 1 2934
1000000000 1 2935
1000000000 1 2936
1000000000 1 2937
1000000000 1 2938
1000000000 1 2939
1000000000 1 2940
1000000000 1 2941
1000000000 1 2942
1000000000 1 2943
1000000000 1 2944
1000000000 1 2945
1000000000 1 2946
1000000000 1 2947
1000000000 1 2948
1000000000 1 2949
1000000000 1 2950
1000000000 1 2951
1000000000 1 2952
1000000000 1 2953
1000000000 1 2954
1000000000 1 2955
1000000000 1 2956
1000000000 1 2957
1000000000 1 2958
1000000000 1 2959
1000000000 1 2960
1000000000 1 2961
1000000000 1 2962
1000000000 1 2963
1000000000 1 2964
1000000000 1 2965
1000000000 1 2966
1000000000 1 2967
1000000000 1 2968
1000000000 1 2969
1000000000 1 2970
1000000000 1 2971
1000000000 1 2972
1000000000 1 2973
1000000000 1 2974
1000000000 1 2975
1000000000 1 2976
1000000000 1 2977
1000000000 1 2978
1000000000 1 2979
1000000000 1 2980
1000000000 1 2981
1000000000 1 2982
1000000000 1 2983
1000000000 1 2984
1000000000 1 2985
1000000000 1 2986
1000000000 1 2987
1000000000 1 2988
1000000000 1 2989
1000000000 1 2990
1000000000 1 2991
1000000000 1 2992
1000000000 1 2993
1000000000 1 2994
1000000000 1 2995
1000000000 1 2996
1000000000 1 2997
1000000000 1 2998
1000000000 1 2999
1000000000 1 3000
1000000000 1 3001
1000000000 1 3002
1000000000 1 3003
1000000000 1 3004
1000000000 1 3005
1000000000 1 3006
1000000000 1 3007
1000000000 1 3008
1000000000 1 3009
1000000000 1 3010
1000000000 1 3011
1000000000 1 3012
1000000000 1 3013
1000000000 1 3014
1000000000 1 3015
1000000000 1 3016
1000000000 1 3017
1000000000 1 3018
1000000000 1 3019
1000000000 1 3020
1000000000 1 3021
1000000000 1 3022
1000000000 1 3023
1000000000 1 3024
1000000000 1 3025
1000000000 1 3026
1000000000 1 3027
1000000000 1 3028
1000000000 1 3029
1000000000 1 3030
1000000000 1 3031
1000000000 1 3032
1000000000 1 3033
1000000000 1 3034
1000000000 1 3035
1000000000 1 3036
1000000000 1 3037
1000000000 1 3038
1000000000 1 3039
1000000000 1 3040
1000000000 1 3041
1000000000 1 3042
1000000000 1 3043
1000000000 1 3044
1000000000 1 3045
1000000000 1 3046
1000000000 1 3047
1000000000 1 3048
1000000000 1 3049
1000000000 1 3050
1000000000 1 3051
1000000000 1 3052
1000000000 1 3053
1000000000 1 3054
1000000000 1 3055
1000000000 1 3056
1000000000 1 3057
1000000000 1 3058
1000000000 1 3059
1000000000 1 3060
1000000000 1 3061
1000000000 1 3062
1000000000 1 3063
1000000000 1 3064
1000000000 1 3065
1000000000 1 3066
1000000000 1 3067
1000000000 1 3068
1000000000 1 3069
1000000000 1 3070
1000000000 1 3071
1000000000 1 3072
1000000000 1 3073
1000000000 1 3074
1000000000 1 3075
1000000000 1 3076
1000000000 1 3077
1000000000 1 3078
1000000000 1 3079
1000000000 1 3080
1000000000 1 3081
1000000000 1 3082
1000000000 1 3083
1000000000 1 3084
1000000000 1 3085
1000000000 1 3086
1000000000 1 3087
1000000000 1 3088
1000000000 1 3089
1000000000 1 3090
1000000000 1 3091
1000000000 1 3092
1000000000 1 3093
1000000000 1 3094
1000000000 1 3095
1000000000 1 3096
1000000000 1 3097
1000000000 1 3098
1000000000 1 3099
1000000000 1 3100
1000000000 1 3101
1000000000 1 3102
1000000000 1 3103
1000000000 1 3104
1000000000 1 3105
1000000000 1 3106
1000000000 1 3107
1000000000 1 3108
1000000000 1 3109
1000000000 1 3110
1000000000 1 3111
1000000000 1 3112
1000000000 1 3113
1000000000 1 3114
1000000000 1 3115
1000000000 1 3116
1000000000 1 3117
1000000000 1 3118
1000000000 1 3119
1000000000 1 3120
1000000000 1 3121
1000000000 1 3122
1000000000 1 3123
1000000000 1 3124
1000000000 1 3125
1000000000 1 3126
1000000000 1 3127
1000000000 1 3128
1000000000 1 3129
1000000000 1 3130
1000000000 1 3131
1000000000 1 3132
1000000000 1 3133
1000000000 1 3134
1000000000 1 3135
1000000000 1 3136
1000000000 1 3137
1000000000 1 3138
1000000000 1 3139
1000000000 1 3140
1000000000 1 3141
1000000000 1 3142
1000000000 1 3143
1000000000 1 3144
1000000000 1 3145
1000000000 1 3146
1000000000 1 3147
